UID,Type,Name,Programs,AKAs,Addresses,DOB
"37824","Individual","Ilyas Magomed-Salamovich UMAHANOV","RUSSIA-EO14024","Iliyas UMAKHANOV","Russia","27 Mar 1957"
"37825","Individual","Dmitriy Yuryevich VASILENKO","RUSSIA-EO14024","Dmitry VASILENKO","Russia","11 May 1969"
"37826","Individual","Aleksandr Arkadyevich ZHUKOV","RUSSIA-EO14024","Alexander ZHUKOV","Russia","29 Dec 1974"
"37827","Entity","76TH GUARDS AIRBORNE ASSAULT CHERNIGOV RED BANNER ORDER OF SUVOROV DIVISION","RUSSIA-EO14024","76TH GUARDS AIRBORNE ASSAULT DIVISION","Pskov, Russia",""
"37828","Entity","234TH GUARDS AIRBORNE ASSAULT REGIMENT","RUSSIA-EO14024","234TH GUARDS AIR ASSAULT REGIMENT | 234TH GUARDS BLACK SEA ORDER OF KUTUZOV NAMED AFTER ALEXANDER NEVSKY AIR ASSAULT REGIMENT | MILITARY UNIT 74268","Pskov, Russia",""
"37829","Entity","64TH GUARDS DETACHED MOTOR RIFLE BRIGADE","RUSSIA-EO14024","64TH SEPARATE GUARDS MOTORIZED RIFLE BRIGADE | 64TH SEPARATE MOTORIZED INFANTRY BRIGADE | 64TH SEPARATE MOTORIZED RIFLE BRIGADE","Knyaze-Volkonskoye, Russia",""
"37836","Individual","Alexander Aleksandrovich KOKOREV","RUSSIA-EO14024","","Russia","23 Sep 1973"
"37837","Individual","Natalia Vasilyevna KOKOREVA","RUSSIA-EO14024","","Russia","28 May 1979"
"37838","Individual","Dmitriy Valeryevich AFANASYEV","RUSSIA-EO14024","Dmitry AFANASIEV","Russia","18 Nov 1988"
"37839","Entity","EMC SUD LIMITED","RUSSIA-EO14024","","Kwun Tong, China",""
"37840","Individual","Aleksandr Nikolaevich POPOV","RUSSIA-EO14024","Aleksander Nikolayevich POPOV | Alexandr Nikolaevich POPOV | Alexander Nikolayevich POPOV","Russia","30 Jun 1967"
"37841","Individual","Victor Nikolayevich KIRYANOV","RUSSIA-EO14024","Viktor Nikolaevich KIRYANOV","Moscow, Russia","29 Dec 1952"
"37842","Individual","Nikolay Valentinovich ANDRIANOV","RUSSIA-EO14024","","Russia","18 Oct 1959"
"37843","Individual","Dmitriy Vladimirovich ARTYAKOV","RUSSIA-EO14024","","Moscow, Russia","14 Mar 1983"
"37844","Individual","Tatiana Vladimirovna ARTYAKOVA","RUSSIA-EO14024","Tatyana Vladimirovna KUREPINA","Moscow, Russia","23 Dec 1960"
"37845","Individual","Tatiana Borisovna KIRYANOVA","RUSSIA-EO14024","Tatyana Borisovna GORLACH | Tatyana Borisovna EGEREVA","Moscow, Russia","20 Apr 1966"
"37846","Individual","Vladimir Zalmanovich LITVIN","RUSSIA-EO14024","","Moscow, Russia","30 Mar 1953"
"37847","Entity","PRIVATE COMPANY PROMCOMPLEKTLOGISTIC","RUSSIA-EO14024","PE PROMCOMPLEKTLOGISTIC","Tashkent, Uzbekistan",""
"37848","Individual","Tina KANDELAKI","RUSSIA-EO14024","Tnatin KANDELAKI","Moscow, Russia","10 Nov 1975"
"37849","Individual","Yury Nikolayevich KOPTEV","RUSSIA-EO14024","Yuri Nikolaevich KOPTEV","Moscow, Russia | Russia","13 Mar 1940"
"37850","Individual","Natalya Vladimirovna BORISOVA","RUSSIA-EO14024","","Moscow, Russia","19 Aug 1968"
"37851","Individual","Elena Oduliovna SIERRA","RUSSIA-EO14024","","Moscow, Russia","26 Dec 1960"
"37852","Individual","Pavel Mikhaylovich OSIN","RUSSIA-EO14024","Pavel Mikhailovich OSIN","Russia","14 May 1978"
"37853","Individual","Vasily Yuryevich BROVKO","RUSSIA-EO14024","Vasly Yuryevich BROVKO | Vasiliy Yurevich BROVKO","Il Nskiy, Russia","06 Feb 1987"
"37854","Individual","Natalya Ivanova SMIRNOVA","RUSSIA-EO14024","Natalia SMIRNOVA","Russia","15 Jun 1972"
"37855","Individual","Melaniya Andreyevna KONDRAKHINA","RUSSIA-EO14024","Melania KONDRAKHINA","Moscow, Russia","11 Jan 2000"
"37856","Individual","Leontiy Andreyevich KONDRAKHIN","RUSSIA-EO14024","","Moscow, Russia","28 Apr 2001"
"37857","Individual","Sergey Anatolevich SERDYUKOV","RUSSIA-EO14024","Sergei SERDIUKOV","St. Saint Petersburg, Russia","23 Jun 1987"
"37859","Individual","Evgeniya Nikolaevna VASILEVA","RUSSIA-EO14024","Evgeniia Nikolayevna VASLEVA","Moscow, Russia","20 Feb 1979"
"37860","Entity","JOINT STOCK COMPANY STATE TRANSPORTATION LEASING COMPANY","RUSSIA-EO14024 | UKRAINE-EO13662","GTLK AO | PUBLIC JOINT STOCK COMPANY STATE TRANSPORT LEASING COMPANY | PJSC STLC | PJSC GTLK | JSC GTLK | AKTSIONERNOYE OBSHCHESTVO GOSUDARSTVENNAYA TRANSPORTNAYA LIZINGOVAYA KOMPANIYA","Moscow, Russia | Salekhard, Russia",""
"37861","Entity","GTLK EUROPE DESIGNATED ACTIVITY COMPANY","RUSSIA-EO14024","GTLK EUROPE DAC | GTLKE","Dublin, Ireland | Dublin, Ireland",""
"37862","Entity","GTLK EUROPE CAPITAL DESIGNATED ACTIVITY COMPANY","RUSSIA-EO14024","GTLK EUROPE CAPITAL DAC | GTLK EUROPE CAP","Dublin, Ireland",""
"37863","Entity","GTLK MIDDLE EAST FREE ZONE COMPANY","RUSSIA-EO14024","GTLK MIDDLE EAST FZCO","Dubai, United Arab Emirates",""
"37864","Entity","GTLK ASIA LIMITED","RUSSIA-EO14024","","Hong Kong, China",""
"37865","Individual","Halyna Viktorivna DANYLCHENKO","RUSSIA-EO14024","Galina Viktorovna DANILCHENKO | Haylina DANILCHENKO","Melitopol, Ukraine","05 Jul 1964"
"37866","Individual","Vladimir Vladimirovich ARTYAKOV","RUSSIA-EO14024","Vladimir Vladimirovich ARTJAKOV","Moscow, Russia","30 Jul 1959"
"37867","Individual","Sergey Anatolyevich TSYB","RUSSIA-EO14024","Sergei Anatolyevich TSYB | Sergej Anatol'evich TSYB","Moscow, Russia","29 Apr 1968"
"37868","Individual","Nikolai Anatolevich VOLOBUEV","RUSSIA-EO14024","","Moscow, Russia","24 Feb 1952"
"37869","Individual","Aleksander Yuryevich NAZAROV","RUSSIA-EO14024","","Moscow, Russia","13 Jul 1969"
"37871","Individual","Dmitry Yuryevich LELIKOV","RUSSIA-EO14024","Dmitriy Yurievich LELIKOV","Russia","09 May 1968"
"37872","Individual","Igor Nikolaevich ZAVIYALOV","RUSSIA-EO14024","Igor Nikolayevich ZAVYALOV","Moscow, Russia","19 Jan 1960"
"37873","Individual","Maksim Vladimirovich VYBORNYKH","RUSSIA-EO14024","Maxim Vladimirovich VYBORNYKH","Russia","09 May 1979"
"37874","Individual","Oleg Nikolaevich EVTUSHENKO","RUSSIA-EO14024","Oleg Nikolayevich YEVTUSHENKO","Russia","09 Nov 1975"
"37876","Individual","Anatoly Eduardovich SERDYUKOV","RUSSIA-EO14024","","Moscow, Russia","08 Jan 1962"
"37877","Entity","NAJEE TECHNOLOGY HOOSHMAND FATER LLC","CYBER2 | IFSR | IRGC","NAJI TECHNOLOGY HOOSHMAND FATIR","Karaj, Iran",""
"37878","Individual","Kee Seng KWEK","DPRK4","","Singapore","19 Nov 1959"
"37888","Entity","LLC VALTEX-ST","RUSSIA-EO14024","VALTEX SCIENCE AND TECHNOLOGY","Moscow, Russia",""
"37901","Entity","TEO BOON CHING WILDLIFE TRAFFICKING TRANSNATIONAL CRIMINAL ORGANIZATION","TCO","","Malaysia | Thailand | Laos | Vietnam | China | Hong Kong, China",""
"37902","Individual","Teo Boon CHING","TCO","Dato Sri","Johor Bahru, Malaysia","24 Nov 1964"
"37903","Entity","SUNRISE GREENLAND SDN. BHD.","TCO","","Johor Bahru, Malaysia | Johor Bahru, Malaysia",""
"37916","Entity","JAM PETROCHEMICAL COMPANY","IRAN-EO13846","JAM PETROCHEMICAL COMPLEX","Assaluyeh, Iran | Tehran, Iran",""
"37917","Entity","PETROGAT FZE","IRAN-EO13846","","United Arab Emirates",""
"37918","Individual","Mahdieh SANCHULI","IRAN-EO13846","Mahdieh SANCHOULI | Mahdieh Hossien Ali SANCHOULI","Dubai, United Arab Emirates","06 Sep 1977"
"37919","Entity","EMERALD FZE","IRAN-EO13846","","Hamryah Free Zone, United Arab Emirates | United Arab Emirates",""
"37920","Individual","Morteza RAJABIESLAMI","IRAN-EO13846","Rajabi Ali AL-ZAHIR | Morteza RAJABI | Mortaza Rajabi ESLAMI","Dubai, United Arab Emirates","05 Jul 1969"
"37923","Entity","PERSIAN GULF STAR OIL COMPANY","IRAN-EO13846","P.G.S.O.C. | PERSIAN GULF STAR REFINERY | PERSIAN GULF STAR OIL | NAFT SETAREH KHALIJ FARS","Tehran, Iran | Tehran, Iran | Bandar Abbas, Iran",""
"37924","Entity","TRUONG PHAT LOC SHIPPING TRADING JOINT STOCK COMPANY","IRAN-EO13846","CONG TY CO PHAN THUONG MAI VAN TAI BIEN TRUONG PHAT LOC | TPL SHIPPING JSC | TRUONG PHAT LOC SHIPPING TRDG | TPL SHIPPING","Ho Chi Minh City, Vietnam | Ho Chi Minh City, Vietnam",""
"37925","Entity","EAST OCEAN RASHIN SHIPPING CO","IRAN-EO13846","EAST OCEAN RASHIN | EAST RASHIN OCEAN CO., LTD. | RASHIN OCEAN EAST CO., LTD.","Assaluyeh City, Iran | Assaluyeh City, Iran",""
"37926","Entity","EDGAR COMMERCIAL SOLUTIONS FZE","IRAN-EO13846","","United Arab Emirates",""
"37927","Entity","LUSTRO INDUSTRY LIMITED","IRAN-EO13846","","Hong Kong, China",""
"37928","Entity","OLIGEI INTERNATIONAL TRADING CO., LIMITED","IRAN-EO13846","","Hong Kong, China",""
"37929","Entity","ZAGROS TARABARAN-E ARYA","IRAN-EO13846","ZAGROS TARABARAN ARIA INTERNATIONAL TRANSPORTATION CO.","Khorramabad, Iran | Iran",""
"37930","Entity","ALI ALMUTAWA PETROLEUM AND PETROCHEMICAL TRADING L.L.C.","IRAN-EO13846","","Dubai, United Arab Emirates",""
"37931","Entity","PETROKICK LLC","IRAN-EO13846","","Sharjah, United Arab Emirates",""
"37932","Vessel","SUMMER 5","IRAN-EO13846","EVERRICH 5","",""
"37933","Vessel","BS BRAVO","IRAN-EO13846","","",""
"37936","Entity","EVERWIN SHIPMANAGEMENT PTE. LTD.","IRAN-EO13846","","Singapore",""
"37957","Entity","AFKAR SYSTEM YAZD COMPANY","CYBER2 | IFSR | IRGC","YAZD AFKAR SYSTEM PRIVATE JOINT STOCK COMPANY","Yazd, Iran",""
"37958","Individual","Mansour AHMADI","CYBER2 | IFSR | IRGC","Mansur AHMADI | Parsa UNSI | Masoud AKBARI","Iran","07 Jul 1988"
"37959","Individual","Ali AGHA-AHMADI","CYBER2 | IFSR | IRGC","Ali AGHA AHMADI","Iran",""
"37976","Individual","Juan Jose MORALES CIFUENTES","ILLICIT-DRUGS-EO14059","PANCHO","Tecun Uman, Guatemala","09 Apr 1990"
"37996","Individual","Viktor Filippovich RASHNIKOV","RUSSIA-EO14024","Victor RASHNIKOV","Magnitogorsk, Russia","13 Oct 1948 | 03 Oct 1948"
"37998","Entity","PUBLICHNOE AKTSIONERNOE OBSCHESTVO MAGNITOGORSKIY METALLURGICHESKIY KOMBINAT","RUSSIA-EO14024","PUBLIC JOINT STOCK COMPANY MAGNITOGORSK METALLURGICAL COMBINE | PJSC MMK | MMK PAO | MAGNITOGORSK IRON & STEEL WORKS | MAGNITOGORSK IRON AND STEEL WORKS PJSC | OPEN JOINT STOCK COMPANY MAGNITOGORSK IRON & STEEL WORKS","Magnitogorsk, Russia",""
"38016","Entity","INVESTITSIONNAYA KOMPANIYA MMK-FINANS","RUSSIA-EO14024","MMK-FINANS OOO | IK MMK-FINANS | LLC IK MMK-FINANS | LIMITED LIABILITY COMPANY INVESTMENT COMPANY MMK-FINANS | OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU INVESTITSIONNAYA KOMPANIYA MMK-FINANS | RASCHETNO-FONDOVY TSENTR, ZAKRYTOE AKTSIONERNOE OBSHCHESTVO INVESTITSIONNAYA KOMPANIYA","Russia",""
"38036","Entity","SERVICE IMMOBILIERE ANTIBES SAS","RUSSIA-EO14024","","Antibes, France",""
"38037","Entity","SERVICE IMMOBILIERE ET GESTION SAS","RUSSIA-EO14024","","Antibes, France",""
"38038","Entity","VH ANTIBES SAS","RUSSIA-EO14024","","Antibes, France | Paris, France",""
"38039","Entity","VILLA LEXA ESTATES SAS","RUSSIA-EO14024","","Paris, France",""
"38040","Individual","Laurin KATZ","RUSSIA-EO14024","","Switzerland","15 Jan 1988"
"38052","Individual","Murat Magomedovich ALIEV","RUSSIA-EO14024","","Luzern, Switzerland | Moscow, Russia | Luzern, Switzerland","24 May 1979"
"38053","Entity","LIMITED LIABILITY COMPANY BONUM CAPITAL","RUSSIA-EO14024","BONUM CAPITAL LLC | BONUM KEPITAL OOO","Moscow, Russia | Moscow, Russia | Moscow, Russia",""
"38054","Entity","BONUM CAPITAL INVESTORS CORP","RUSSIA-EO14024","","Road Town, Virgin Islands, British",""
"38055","Entity","BONUM CAPITAL CYPRUS LTD","RUSSIA-EO14024","BONUM KAPITAL KIPR LTD","Limassol, Cyprus",""
"38057","Entity","LIMITED LIABILITY COMPANY BONUM INVESTMENTS","RUSSIA-EO14024","BONUM INVESTMENTS OOO","Moscow, Russia",""
"38058","Entity","LIMITED LIABILITY COMPANY BONUM MANAGEMENT","RUSSIA-EO14024","BONUM MENEDZHMENT OOO","Moscow, Russia",""
"38059","Entity","LIMITED LIABILITY COMPANY RB-ESTEIT","RUSSIA-EO14024","RB-ESTEIT OOO","Dzerzhinskiy, Russia",""
"38060","Entity","LIMITED LIABILITY COMPANY AVIAKOMPANIYA DALNEVOSTOCHNAYA KSM","RUSSIA-EO14024","AVIAKOMPANIYA DALNEVOSTOCHNAYA KSM OOO","Komsomolsk-on-Amur, Russia",""
"38076","Individual","Yuriy Igorevich GUDILIN","RUSSIA-EO14024","","Moscow, Russia","18 Jun 1983"
"38077","Individual","Olga Yurievna GRAK","RUSSIA-EO14024","","Kaliningrad, Russia","13 May 1973"
"38078","Individual","Leonid Mikhailovich GONIN","RUSSIA-EO14024","","Izhevsk, Russia","06 Aug 1963"
"38096","Entity","NOVASTREAM LIMITED","RUSSIA-EO14024","LLC NOVASTREAM | OOO NOVASTREAM | NOVASTREAM LTD","Vladimir, Russia",""
"38097","Entity","JOINT STOCK COMPANY PROMISING INDUSTRIAL AND INFRASTRUCTURE TECHNOLOGIES","RUSSIA-EO14024","JSC PPIT | AO PPIT | JOINT STOCK COMPANY PERSPECTIVE INDUSTRIAL AND INFRASTRUCTURAL TECHNOLOGIES | JSC PERSPECTIVE INDUSTRIAL AND INFRASTRUCTURAL TECHNOLOGIES","Moscow, Russia",""
"38136","Entity","FEDERAL STATE BUDGETARY SCIENTIFIC INSTITUTION RESEARCH AND PRODUCTION COMPLEX TECHNOLOGY CENTER","RUSSIA-EO14024","SMC TECHNOLOGICAL CENTRE | SCIENTIFIC MANUFACTURING COMPLEX TECHNOLOGICAL CENTER | NPK TECHNOLOGICAL CENTER","Zelenograd, Russia",""
"38137","Entity","LLC SCIENTIFIC PRODUCTION ENTERPRISE DIGITAL SOLUTIONS","RUSSIA-EO14024","ASIC AND ELECTRONIC ENGINEERING DESIGN CENTER DIGITAL SOLUTIONS JSC","Moscow, Russia",""
"38138","Entity","SCIENTIFIC AND PRODUCTION ASSOCIATION OF MEASURING EQUIPMENT JSC","RUSSIA-EO14024","AO NPO IT | AKTSIONERNOE OBSCHESTVO NAUCHNO PROIZVODSTVENNOE OBEDINENIE IZMERITELNOY TEKHNIKI | SCIENTIFIC AND PRODUCTION ASSOCIATION OF MEASURING TECHNOLOGY","Korolyov, Russia",""
"38139","Entity","JOINT STOCK COMPANY DESIGN TECHNOLOGY CENTER ELEKTRONIKA","RUSSIA-EO14024","JOINT STOCK COMPANY KTTS ELEKTRONIKA | ELECTRONICS ENGINEERING AND DESIGN CENTER JOINT STOCK COMPANY | ELEKTRONIKA ENGINEERING AND DESIGN CENTER JOINT STOCK COMPANY | ELECTRONICS EDC JSC","Voronezh, Russia",""
"38140","Entity","JOINT STOCK COMPANY VOLOGODSKY OPTIKO MEKHANICHESKY FACTORY","RUSSIA-EO14024","JOINT STOCK COMPANY VOMZ | VOLOGDA OPTICAL AND MECHANICAL PLANT JSC","Vologda, Russia",""
"38156","Entity","JOINT STOCK COMPANY RESEARCH INSTITUTE OF ELECTRONIC AND MECHANICAL DEVICES","RUSSIA-EO14024","JSC NII ELEKTRONNO-MEKHANICHESKIKH PRIBOROV | PENZA SCIENTIFIC RESEARCH INSTITUTE OF ELECTRO-MECHANICAL DEVICES | JSC NIIEMP | JSC SRIEMI","Penza, Russia",""
"38157","Entity","JSC SCIENTIFIC RESEARCH INSTITUTE SUBMICRON","RUSSIA-EO14024","JSC RESEARCH INSTITUTE SUBMICRON","Zelenograd, Russia",""
"38158","Individual","Anton Sergeevich URUSOV","RUSSIA-EO14024","Anton Sergeyevich URUSOV","Moscow, Russia","11 Sep 1986"
"38159","Entity","JOINT STOCK COMPANY PENZENSKY NAUCHNO ISSLEDOVATELSKY ELEKTROTEKHNICHESKY HIGHER EDUCATION INSTITUTION","RUSSIA-EO14024","JSC PENZA ELECTROTECHNICAL RESEARCH INSTITUTE | PNIEI JSC","Penza, Russia",""
"38160","Entity","JSC ZELENOGRAD NANOTECHNOLOGY CENTER","RUSSIA-EO14024","","Zelenograd, Russia",""
"38161","Entity","JSC SVETLANA POLUPROVODNIKI","RUSSIA-EO14024","SVETLANA SEMICONDUCTORS STOCK COMPANY | ZAO SVETLANA POLUPROVODNIKI | SVETLANA POLUPROVODNIKI PAO","Saint Petersburg, Russia",""
"38162","Entity","MITISHINSKIY SCIENTIFIC RESEARCH INSTITUTE OF RADIO MEASURING INSTRUMENTS","RUSSIA-EO14024","MYTISHCHI RESEARCH INSTITUTE FOR RF MEASUREMENT INSTRUMENTS | FEDERAL STATE UNITARY ENTERPRISE MNIIRIP","Mytishchi, Russia",""
"38163","Entity","JOINT STOCK COMPANY DESIGN CENTER SOYUZ","RUSSIA-EO14024","AKTSIONERNOE OBSHCHESTVO DIZAIN TSENTR SOYUZ","Zelenograd, Russia",""
"38164","Entity","ACADEMICIAN A.L. MINTS RADIOTECHNICAL INSTITUTE JOINT STOCK COMPANY","RUSSIA-EO14024","RTI IMENI ACADEMICIAN A.L. MINTS | RADIO TECHNICAL AND INFORMATION SYSTEMS IMENI A.L. MINTS | ACADEMICIAN A.L. MINTS RADIO ENGINEERING INSTITUTE","Moscow, Russia",""
"38165","Entity","JOINT STOCK COMPANY INSTITUTE OF ELECTRONIC CONTROL COMPUTERS NAMED AFTER I.S. BRUK","RUSSIA-EO14024","JSC INEUM","Moscow, Russia",""
"38166","Individual","Natalya Valeryevna POPOVA","RUSSIA-EO14024","Natalia Valerevna POPOVA","Moscow, Russia","28 Jul 1981 | 03 Sep 1984"
"38167","Entity","OJSC SCIENTIFIC RESEARCH INSTITUTE OF PRECISION MECHANICAL ENGINEERING","RUSSIA-EO14024","SCIENTIFIC AND RESEARCH INSTITUTE OF PRECISION ENGINEERING | NIITM | RESEARCH INSTITUTE OF PRECISION MACHINE MANUFACTURING","Zelenograd, Russia",""
"38176","Entity","AKTSIONERNOE OBSHCHESTVO GRUPPA KREMNII EL","RUSSIA-EO14024 | UKRAINE-EO13662","CJSC KREMNY AL GROUP | AO GRUPPA KREMNY EL | JSC GRUPPA KREMNY EL | KREMNY GROUP","Bryansk, Russia",""
"38177","Entity","JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH MICROELECTRONIC EQUIPMENT PROGRESS","RUSSIA-EO14024","JOINT STOCK COMPANY NIIMA PROGRESS | MICROELECTRONICS RESEARCH INSTITUTE PROGRESS JSC | PROGRESS MRI JSC","Moscow, Russia",""
"38178","Entity","JOINT STOCK COMPANY VORONEZHSKY FACTORY POLUPROVODNIKOVYKH PRIBOROV-SBORKA","RUSSIA-EO14024","JOINT STOCK COMPANY VZPP-S | VORONEZH SEMICONDUCTOR DEVICES FACTORY-ASSEMBLY | JSC VORONEZH SEMICONDUCTOR DEVICES PLANT-ASSEMBLY | VZPP-S AO","Voronezh, Russia",""
"38180","Entity","OPEN JOINT STOCK COMPANY SCIENTIFIC AND PRODUCTION ENTERPRISE PULSAR","RUSSIA-EO14024","JSC NPP PULSAR | JSC SPC PULSAR | SPE PULSAR | ENTERPRISE SPE PULSAR JSC","Moscow, Russia",""
"38181","Entity","FEDERAL STATE INSTITUTION FEDERAL SCIENTIFIC CENTER SCIENTIFIC RESEARCH INSTITUTE FOR SYSTEM ANALYSIS OF THE RUSSIAN ACADEMY OF SCIENCES","RUSSIA-EO14024","FSI FSC SRISA RAS | SCIENTIFIC RESEARCH INSTITUTE OF SYSTEM ANALYSIS, RUSSIAN ACADEMIC OF SCIENCES | FGU FNTS NIISI RAN | FEDERALNOE GOSUDARSTVENNOE UCHREZHDENIE FEDERALNYY NAUCHNYY TSENTR NAUCHNO-ISSLEDOVATELSKIY INSTITUT SISTEMNYKH ISSLEDOVANIY ROSSIYSKOY AKADEMII NAUK","Moscow, Russia",""
"38196","Entity","SKOLKOVO FOUNDATION","RUSSIA-EO14024 | UKRAINE-EO13662","FOUNDATION FOR DEVELOPMENT OF THE CENTER FOR ELABORATION AND COMMERCIALIZATION OF NEW TECHNOLOGIES","Moscow, Russia",""
"38216","Individual","Andrey Grigoryevich GURYEV","RUSSIA-EO14024","Andrey Grigoryevich GURIEV","Moscow, Russia | London, United Kingdom","24 Mar 1960"
"38217","Individual","Andrey Andreevich GURYEV","RUSSIA-EO14024","Andrei Andreevich GUREV","Russia","07 Mar 1982"
"38218","Entity","DZHI AI INVEST OOO","RUSSIA-EO14024","","Moscow, Russia",""
"38219","Entity","CHLODWIG ENTERPRISES AG","RUSSIA-EO14024","CHLODWIG ENTERPRISES SA | CHLODWIG ENTERPRISES LTD | CHLODWIG ENTERPRISES LIMITED | CHLODWIG ENTERPRISES MKOOO","Zug, Switzerland | Kaliningrad, Russia",""
"38220","Entity","ADORABELLA AG","RUSSIA-EO14024","ADORABELLA SA | ADORABELLA LTD | ADORABELLA LIMITED | ADORABELLA MKOOO","Zug, Switzerland | Kaliningrad, Russia",""
"38222","Entity","SKOLKOVO INSTITUTE OF SCIENCE AND TECHNOLOGY","RUSSIA-EO14024","SKOLTECH","Moscow, Russia",""
"38223","Entity","TECHNOPARK SKOLKOVO LIMITED LIABILITY COMPANY","RUSSIA-EO14024","LLC TEKHNOPARK SKOLKOVO | LIMITED LIABILITY COMPANY SCIENCE AND TECHNOLOGY PARK SKOLKOVO","Moscow, Russia",""
"38236","Individual","Dmitriy Aleksandrovich PUMPYANSKIY","RUSSIA-EO14024","","Russia","22 Mar 1964"
"38238","Individual","Andrey Igorevich MELNICHENKO","RUSSIA-EO14024","Andrei Igorevich MELNICHENKO","Russia","08 Mar 1972"
"38239","Individual","Alexander Anatolevich PONOMARENKO","RUSSIA-EO14024","Aleksandr Anatolevich PONOMARENKO | Alexander Anatolyevich PONOMARENKO","Moscow, Russia","27 Oct 1964"
"38240","Entity","KHOLDINGOVAYA KOMPANIYA INTERROS OOO","RUSSIA-EO14024","HOLDINGOVAYA KOMPANIYA INTERROS OOO | HOLDING COMPANY INTERROS OOO","Moscow, Russia",""
"38241","Individual","Vladimir Olegovich POTANIN","RUSSIA-EO14024","","Moscow, Russia","03 Jan 1961"
"38242","Individual","Ekaterina Viktorovna POTANINA","RUSSIA-EO14024","","Moscow, Russia","18 Apr 1976"
"38243","Individual","Anastasia Vladimirovna POTANINA","RUSSIA-EO14024","Anastasiya Vladimirovna POTANINA | Anastasia Vladimirovna KRUCHINA","Moscow, Russia","30 Apr 1984"
"38245","Vessel","NIRVANA","RUSSIA-EO14024","","",""
"38256","Individual","Nariman Gadzhievich GADZHIEV","RUSSIA-EO14024","Nariman Gadzhiyevich GADZHIYEV","St. Niklausen, Switzerland | Dubai, United Arab Emirates","31 May 1976"
"38276","Individual","Said Suleymanovich KERIMOV","RUSSIA-EO14024","Said Suleimanovich KERIMOV","Moscow, Russia","06 Jul 1995"
"38277","Individual","Firuza Nazimovna KERIMOVA","RUSSIA-EO14024","Firuza Nazimovna KHANBALAEVA","Moscow, Russia","22 Dec 1967 | 22 Oct 1967"
"38278","Individual","Amina Suleymanovna KERIMOVA","RUSSIA-EO14024","Aminat Suleymanovna KERIMOVA","Moscow, Russia","26 Sep 2003"
"38279","Individual","Gulnara Suleymanovna KERIMOVA","RUSSIA-EO14024","","Moscow, Russia","29 Apr 1990"
"38280","Entity","SALVATION COMMITTEE FOR PEACE AND ORDER","RUSSIA-EO14024","RESCUE COMMITTEE FOR PEACE AND ORDER","Ukraine",""
"38281","Individual","Kyrylo Serhiyovych STREMOUSOV","RUSSIA-EO14024","Kirill Sergeevich STRIMOUSOV","Kherson, Ukraine","26 Dec 1976"
"38282","Individual","Volodymyr Vasilyovich SALDO","RUSSIA-EO14024","Vladimir Vasilievich SALDO","Kherson, Ukraine","12 Jun 1956"
"38283","Individual","Sergey Vladimirovich YELISEYEV","RUSSIA-EO14024","Sergei YELISEYEV","Ukraine","05 May 1971"
"38284","Individual","Kostyantyn Volodymyrovych IVASHCHENKO","RUSSIA-EO14024","Konstantin Vladimirovich IVASHHENKO | Konstantin Volodimirovich IVASCHENKO | Konstantin IVASHCHENKO","Mariupol, Ukraine","03 Oct 1963"
"38296","Individual","Jose CALDERON RIJO","ILLICIT-DRUGS-EO14059","La Arana","Dominican Republic","04 Dec 1969"
"38316","Entity","FEDERAL STATE INSTITUTION OF HIGHER VOCATIONAL EDUCATION MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY","RUSSIA-EO14024 | UKRAINE-EO13662","MIPT | MFTI | MOSKOVSKIY FIZIKO TEKHNICHESKIY INSTITUT","Dolgoprudny, Russia | Moscow, Russia | Zhukovsky, Russia | Moscow, Russia",""
"38317","Entity","MMK METALURJI SANAYI TICARET VE LIMAN ISLETMECILIGI ANONIM SIRKETI","RUSSIA-EO14024","MMK METALURJI PORT | MMK TURKEY","Dortyol, Turkey | Kocaeli, Turkey | Istanbul, Turkey",""
"38318","Individual","Mohammad AGHA AHMADI","CYBER2 | IFSR | IRGC","","Iran","01 Mar 1995"
"38338","Entity","BLUE CACTUS HEAVY EQUIPMENT AND MACHINERY SPARE PARTS TRADING L.L.C.","IRAN-EO13846","BLUE CACTUS HEAVY EQUIPMENT & MACHINERY SPARE PARTS TRADING L.L.C.","United Arab Emirates | Dubai, United Arab Emirates",""
"38339","Entity","FARWELL CANYON HK LIMITED","IRAN-EO13846","","Hong Kong, China",""
"38356","Entity","SHEKUFEI INTERNATIONAL TRADING CO., LIMITED","IRAN-EO13846","","Hong Kong, China",""
"38357","Entity","PZNFR TRADING LIMITED","IRAN-EO13846","PZNFR TRADING SDN BHD","Hong Kong, China | Sepang, Malaysia",""
"38376","Entity","ZHONGGU STORAGE AND TRANSPORTATION CO., LTD.","IRAN-EO13846","CHINA GRAIN STORAGE AND TRANSPORTATION ZHOUSHAN CO., LIMITED | ZHEJIANG TIANLU ENERGY CO., LTD.","Zhoushan, China",""
"38377","Entity","PIONEER SHIPMANAGEMENT PTE. LTD.","IRAN-EO13846","","Singapore, Singapore",""
"38396","Entity","WS SHIPPING CO. LTD.","IRAN-EO13846","","Qingdao, China | Hong Kong, China",""
"38397","Entity","GOLDEN WARRIOR SHIPPING CO. LIMITED","IRAN-EO13846","","Qingdao, China | Hong Kong, China",""
